--------------------  ------------------------------
subjecting            ['Hebrews', '6', '6']
subjugate             ['Jeremiah', '27', '7']
subjugated            ['1 Chronicles', '20', '4']
submits               ['Ephesians', '5', '24']
submitted             ['Lamentations', '5', '6']
subordinates          ['1 Kings', '11', '11']
subsides              ['Genesis', '27', '44']
substance             ['Daniel', '7', '1']
subtract              ['Deuteronomy', '4', '2']
subverting            ['Luke', '23', '2']
sucathites            ['1 Chronicles', '2', '55']
successfully          ['1 Samuel', '18', '5']
successors            ['1 Chronicles', '3', '16']
suck                  ['Job', '20', '16']
suckling              ['1 Samuel', '7', '9']
sue                   ['Matthew', '5', '40']
suggest               ['Ruth', '4', '4']
suggestion            ['Esther', '5', '14']
suit                  ['2 Timothy', '4', '3']
sukkites              ['2 Chronicles', '12', '3']
sulfur-nothing        ['Deuteronomy', '29', '23']
sulking               ['1 Kings', '21', '4']
summoned-on           ['Esther', '8', '9']
sums                  ['Matthew', '7', '12']
sun-                  ['Ecclesiastes', '9', '9']
sundown               ['Daniel', '6', '14']
superstitions         ['Isaiah', '2', '6']
supervisor            ['Nehemiah', '11', '11']
suph                  ['Deuteronomy', '1', '1']
suphah                ['Numbers', '21', '14']
supplying             ['2 Corinthians', '9', '12']
supposedly            ['Jeremiah', '23', '30']
suppress              ['Romans', '1', '18']
supremacy             ['Colossians', '1', '18']
sur                   ['2 Kings', '11', '6']
surf                  ['Acts', '27', '41']
surfaces              ['1 Kings', '7', '36']
surged                ['1 Samuel', '17', '52']
surly                 ['1 Samuel', '25', '3']
surmounted            ['Ezekiel', '40', '16']
surpass               ['Proverbs', '31', '29']
surpassingly          ['2 Corinthians', '12', '7']
surprise-             ['Psalms', '35', '8']
surprising            ['2 Corinthians', '11', '15']
surveyed              ['Ecclesiastes', '2', '11']
survivors-sons        ['Ezekiel', '14', '22']
susah                 ['Joshua', '19', '5']
susanna               ['Luke', '8', '3']
susi                  ['Numbers', '13', '11']
susim                 ['1 Chronicles', '4', '31']
suspends              ['Job', '26', '7']
suspicions            ['1 Timothy', '6', '4']
sustaining            ['Hebrews', '1', '3']
swallowing            ['Revelation', '12', '16']
swampland             ['Isaiah', '14', '23']
swamps                ['Ezekiel', '47', '11']
swarmed               ['Psalms', '118', '12']
swarming              ['Leviticus', '11', '10']
swearing              ['Jeremiah', '5', '2']
sweeping              ['Isaiah', '21', '1']
sweepings             ['Amos', '8', '6']
swells                ['Numbers', '5', '22']
swelter               ['Job', '37', '17']
swerving              ['Joel', '2', '7']
swimmer               ['Isaiah', '25', '11']
swimming              ['Acts', '27', '42']
swindler              ['1 Corinthians', '5', '11']
swirl                 ['Job', '37', '12']
sword-                ['Isaiah', '51', '19']
swords.that           ['Luke', '22', '38']
sycamore-figs         ['Psalms', '78', '47']
sychar                ['John', '4', '5']
symbolic              ['Zechariah', '3', '8']
symbolizes            ['1 Peter', '3', '21']
sympathetic           ['1 Peter', '3', '8']
sympathized           ['Hebrews', '10', '34']
syntyche              ['Philippians', '4', '2']
syracuse              ['Acts', '28', '12']
syrtis                ['Acts', '27', '17']
taanath               ['Joshua', '16', '6']
tabaliah              ['1 Chronicles', '26', '11']
tabbath               ['Judges', '7', '22']
table-its             ['Exodus', '37', '16']
tabrimmon             ['1 Kings', '15', '18']
tackle                ['Acts', '27', '19']
tact                  ['Daniel', '2', '14']
tahanite              ['Numbers', '26', '35']
tahash                ['Genesis', '22', '24']
tahkemonite           ['2 Samuel', '23', '8']
tahrea                ['1 Chronicles', '9', '41']
tahtim                ['2 Samuel', '24', '6']
tales                 ['1 Timothy', '4', '7']
talitha               ['Mark', '5', '41']
talker                ['Job', '11', '2']
talks                 ['Proverbs', '20', '19']
tall-anakites         ['Deuteronomy', '9', '2']
talmai-descendants    ['Joshua', '15', '14']
tame                  ['James', '3', '8']
tammuz                ['Ezekiel', '8', '14']
tapestry              ['Song of Solomon', '7', '5']
taphath               ['1 Kings', '4', '11']
taralah               ['Joshua', '18', '27']
tarea                 ['1 Chronicles', '8', '35']
tartak                ['2 Kings', '17', '31']
tassel                ['Numbers', '15', '38']
tasteless             ['Job', '6', '6']
tasting               ['Matthew', '27', '34']
tattoo                ['Leviticus', '19', '28']
taverns               ['Acts', '28', '15']
taxed                 ['2 Kings', '23', '35']
teams                 ['Isaiah', '21', '7']
tebeth                ['Esther', '2', '16']
teemed                ['Psalms', '105', '30']
teeming               ['Psalms', '104', '25']
teems                 ['Genesis', '1', '21']
tehinnah              ['1 Chronicles', '4', '12']
tekoa-what            ['Amos', '1', '1']
tekoite               ['1 Chronicles', '27', '9']
telah                 ['1 Chronicles', '7', '25']
telaim-two            ['1 Samuel', '15', '4']
temeni                ['1 Chronicles', '4', '6']
temple-822            ['Nehemiah', '11', '12']
temple-dead           ['Judges', '4', '22']
temple-from           ['2 Kings', '16', '14']
temple-its            ['Ezekiel', '43', '11']
temple-twenty         ['2 Chronicles', '3', '8']
ten-acre              ['Isaiah', '5', '10']
tent-                 ['Exodus', '31', '7']
tent-and              ['Numbers', '18', '4']
tent-dwelling         ['Judges', '5', '24']
tentmaker             ['Acts', '18', '3']
terrible-upon         ['Deuteronomy', '6', '22']
terribly              ['Matthew', '15', '22']
terrorists            ['Acts', '21', '38']
tertius               ['Romans', '16', '22']
tester                ['Jeremiah', '6', '27']
testimony-before      ['Exodus', '30', '6']
testimony-over        ['Numbers', '1', '50']
testimony-where       ['Exodus', '30', '6']
testings              ['Deuteronomy', '4', '34']
tether                ['Genesis', '49', '11']
tethered              ['2 Kings', '7', '10']
thanking              ['1 Chronicles', '25', '3']
thawing               ['Job', '6', '16']
thefts                ['Revelation', '9', '21']
them-a                ['Ezekiel', '20', '15']
them-abner            ['1 Kings', '2', '32']
them-everything       ['Ezekiel', '41', '16']
them-men              ['Deuteronomy', '2', '34']
them-not              ['Hosea', '1', '7']
them-through          ['Numbers', '25', '8']
them-to               ['Joshua', '1', '2']
them.man              ['Luke', '22', '58']
them.very             ['Genesis', '37', '13']
themselves-           ['Judges', '5', '2']
there-a               ['Deuteronomy', '2', '10']
there-not             ['2 Kings', '7', '10']
there-the             ['1 Kings', '14', '2']
these-where           ['Isaiah', '49', '21']
theudas               ['Acts', '5', '36']
thing-and             ['Leviticus', '7', '21']
thing-to              ['Genesis', '18', '25']
things-               ['Ecclesiastes', '7', '27']
things-such           ['Leviticus', '18', '29']
things-they           ['Isaiah', '66', '17']
things-those          ['Joshua', '9', '1']
thirds                ['1 Samuel', '13', '21']
thirtieth             ['Ezekiel', '1', '1']
thirty-fifth          ['2 Chronicles', '15', '19']
thirty-first          ['1 Kings', '16', '23']
thirty-sixth          ['2 Chronicles', '16', '1']
this-                 ['Psalms', '107', '2']
this-if               ['Numbers', '32', '20']
thorns-               ['Psalms', '58', '9']
thoughtlessly         ['Leviticus', '5', '4']
threads               ['Judges', '16', '12']
three-pronged         ['1 Samuel', '2', '13']
three-year-old        ['1 Samuel', '1', '24']
thresher              ['1 Corinthians', '9', '10']
threshes              ['1 Corinthians', '9', '10']
thrives               ['Hosea', '13', '15']
thriving              ['Jeremiah', '11', '16']
throb                 ['Isaiah', '60', '5']
throes                ['2 Samuel', '1', '9']
throne-               ['Psalms', '132', '11']
throne-you            ['Jeremiah', '22', '2']
thrones-              ['Isaiah', '14', '9']
thronged              ['Jeremiah', '5', '7']
throngs               ['Psalms', '35', '18']
thrusting             ['Deuteronomy', '6', '19']
thundercloud          ['Psalms', '81', '7']
thundering            ['Revelation', '9', '9']
thwart                ['Isaiah', '14', '27']
tiaras                ['Isaiah', '3', '23']
tiberius              ['Luke', '3', '1']
tight                 ['James', '1', '26']
tighten               ['Judges', '16', '13']
tightened             ['Judges', '16', '14']
tightfisted           ['Deuteronomy', '15', '7']
tiles                 ['Luke', '5', '19']
tilon                 ['1 Chronicles', '4', '20']
tilting               ['Jeremiah', '1', '13']
timaeus               ['Mark', '10', '46']
time-                 ['Ecclesiastes', '10', '17']
time-and              ['Genesis', '26', '1']
time-if               ['Deuteronomy', '4', '25']
timely                ['Proverbs', '15', '23']
times.                ['Micah', '5', '2']
timidity              ['2 Timothy', '1', '7']
timnah-ten            ['Joshua', '15', '57']
timnite               ['Judges', '15', '6']
timon                 ['Acts', '6', '5']
tinder                ['Isaiah', '1', '31']
tirathites            ['1 Chronicles', '2', '55']
tirhanah              ['1 Chronicles', '2', '48']
tiria                 ['1 Chronicles', '4', '16']
tishbe                ['1 Kings', '17', '1']
titius                ['Acts', '18', '7']
tizite                ['1 Chronicles', '11', '45']
toah                  ['1 Chronicles', '6', '34']
tob-adonijah-and      ['2 Chronicles', '17', '8']
today-that            ['Genesis', '47', '26']
together-but          ['1 Samuel', '20', '41']
tohu                  ['1 Samuel', '1', '1']
toil-this             ['Ecclesiastes', '3', '13']
token                 ['1 Chronicles', '4', '32']
tokhath               ['2 Chronicles', '34', '22']
tolad                 ['1 Chronicles', '4', '29']
tolaite               ['Numbers', '26', '23']
tolerance             ['Romans', '2', '4']
tolerated             ['Esther', '3', '4']
tombstone             ['2 Kings', '23', '17']
tomorrow-you          ['Numbers', '16', '16']
tone                  ['Galatians', '4', '20']
too'-let              ['Genesis', '24', '14']
tools                 ['Genesis', '4', '22']
tophel                ['Deuteronomy', '1', '1']
topheth-all           ['Jeremiah', '19', '13']
tormenting            ['1 Samuel', '16', '15']
totter                ['Jeremiah', '10', '4']
tottering             ['Psalms', '62', '3']
towering              ['Isaiah', '2', '14']
towing                ['John', '21', '8']
towns-                ['1 Chronicles', '4', '32']
towns-and             ['Deuteronomy', '12', '18']
towns-beth            ['Ezekiel', '25', '9']
towns-farmers         ['Jeremiah', '31', '24']
towns-so              ['Deuteronomy', '31', '12']
townspeople           ['Genesis', '24', '13']
traced                ['Romans', '9', '5']
tracing               ['Romans', '11', '33']
tracked               ['Psalms', '17', '11']
tracks                ['Song of Solomon', '1', '8']
traconitis            ['Luke', '3', '1']
tract                 ['Joshua', '24', '32']
tracts                ['Joshua', '17', '5']
trades                ['Acts', '19', '25']
trafficked            ['Isaiah', '47', '15']
tragedy               ['1 Kings', '17', '20']
tranquillity          ['Ecclesiastes', '4', '6']
trans-euphrates-all   ['Ezra', '7', '25']
transaction           ['Jeremiah', '32', '25']
transactions          ['Ruth', '4', '7']
